gene_id	gene_name	GM12878_REP1	GM12878_REP2	H1_REP1	H1_REP2	K562_REP1	K562_REP2	MCF7_REP1	MCF7_REP2
ENSG00000230622	UQCRHP1	0	0	0	1	0	2	0	0
ENSG00000230623	RP11-469A15.2	0	0	952.068	588	0	0	0	0
ENSG00000230626	RP11-286H14.4	0	0	3.021	2.007	1.002	0	5.17	7.139
ENSG00000230627	RP1-155D22.1	0	0	0	0	0	0	0	0
ENSG00000230628	RP4-781K5.6	211	187	1	0	0	10	1	0
ENSG00000230629	RPS23P8	4.189	0	433.565	276.147	1.228	22.238	24.058	4.339
ENSG00000230630	DNM3OS	0	0	0	0	0	0	0	0
ENSG00000230631	RP11-359N11.1	0	0	0	0	0	0	0	0
ENSG00000230633	RP11-37E23.5	0	0	4	1	0	0	2	0
ENSG00000230634	RP5-996D20.3	0	0	0	5	0	0	0	1
ENSG00000230635	CYP4F60P	0	0	0	0	0	0	0	0
ENSG00000230636	RPL36P1	0	0	0	0	0	0	0	0
ENSG00000230637	CTA-246H3.8	0	0	3	5.34	0	0	1	0
ENSG00000230638	RP11-486B10.4	0	0	0	0	0	0	3	2
ENSG00000230639	VN1R36P	0	0	0	0	0	0	0	0
ENSG00000230641	USP12-AS2	4	15	0	1	0	0	0	0
ENSG00000230643	LA16c-60G3.5	0	0	0	0	0	0	0	0
ENSG00000230645	AC016682.1	0	0	0	0	0	0	0	0
ENSG00000230646	KLF2P2	0	0	3.517	8.003	0	0	0	0
ENSG00000230647	AC022816.2	0	0	3.15	8.924	0	0	3.132	3.148
ENSG00000230648	RP3-406P24.3	0	0	4	4	59	24	22	19
ENSG00000230649	AC024084.1	3	0	0	0	0	0	0	0
ENSG00000230650	AC112229.1	0	0	76.321	46.956	0	0	1204.963	1021.371
ENSG00000230651	RGPD4-AS1	1	0	1.057	0	3	3	6.795	0
ENSG00000230654	RP11-666G4.2	0	0	0	0	0	0	0	0
ENSG00000230655	OR7E55P	0	1	0	0	0	0	0	0
ENSG00000230657	PRB4	0	0	0	0	0	0	0	0
ENSG00000230658	KLHL7-AS1	39	28	139	109.389	247	184	32	50
ENSG00000230659	RP11-466F5.9	1	0	0	0	0	0	3	1
ENSG00000230661	YY1P1	0	0	0	0	0	0	1	0
ENSG00000230662	TNPO1P2	0	0	0	0	0	0	2.001	0
ENSG00000230663	FAM224B	0	0	0	0	0	0	0	0
ENSG00000230665	PRKRIRP1	0	0	3.002	3.003	0	0	9.043	3.007
ENSG00000230666	CEACAM22P	0	0	7.165	8	61.904	87	5.878	7.12
ENSG00000230667	SETSIP	0	0	0	0	0	0	3.02	3.022
ENSG00000230668	XXyac-YR29IB3.1	0	0	0	0	0	0	0	1
ENSG00000230671	NDUFS5P5	0	0	0	0	0	0	0	0
ENSG00000230673	PABPC1P3	19	19.003	50.02	20	0	9	10.495	9.001
ENSG00000230676	RP11-65J3.3	0	0	0	0	2	0	4	6
ENSG00000230679	ENO1-AS1	22	12	4	6	14	55	37	28
ENSG00000230680	AC004869.2	0	0	0	0	0	0	0	0
ENSG00000230681	CEACAMP4	0	0	0	0	0	0	0	0
ENSG00000230682	GRPEL2P3	0	0	0	0	0	0	0	0
ENSG00000230683	DDTP1	0	0	0	0	0	0	0	0
ENSG00000230684	RP11-409K20.6	0	0	0	0	0	0	0	1
ENSG00000230686	AC067945.2	0	0	0	0	0	0	0	0
ENSG00000230687	RP5-1114G22.2	0	0	0	0	0	0	0	0
ENSG00000230690	AC013402.5	0	0	0	0	0	0	0	0
ENSG00000230691	MRPL35P4	0	0	0	0	0	0	0	0
ENSG00000230694	RP11-62F24.1	0	0	0	0	0	0	0	0
ENSG00000230695	AC012462.1	0	0	0	0	0	0	1	0
ENSG00000230696	AC011753.5	1	3	14	20	0	0	3	1
ENSG00000230697	AC097635.4	0	0	0	0	0	0	0	0
ENSG00000230698	CTD-2330K9.2	0	0	0	0	0	0	0	0
ENSG00000230699	RP11-54O7.1	17	33	62	120	57	136	345.38	257.986
ENSG00000230701	FBXW4P1	58	77	68.128	103.039	170	198	52.119	35.025
ENSG00000230702	RP11-681L4.1	0	0	0	0	0	0	2	0
ENSG00000230703	RP11-293P20.4	0	0	1	0	0	0	10	0
ENSG00000230704	RP1-117P20.3	0	0	0	0	0	0	2	1
ENSG00000230706	RP5-998G20.1	0	0	0	0	0	0	0	0
ENSG00000230707	RP11-364B14.3	7	4	222	198.093	8	0	13	29
ENSG00000230709	AC104024.1	315.032	238	1	0	0	0	1	0
ENSG00000230710	LINC00332	0	0	0	0	0	0	0	1
ENSG00000230711	CTAGE13P	0	0	0	2	0	0	0	0
ENSG00000230712	AP000354.4	0	0	0	0	0	0	0	0
ENSG00000230714	RP11-152L7.1	0	0	0	0	0	0	0	0
ENSG00000230715	RP11-274B21.4	594.426	621.533	134.452	337.186	574.076	539.089	143.808	202.77
ENSG00000230716	KRT8P7	0	0	2.205	0	0	1	25.041	6.004
ENSG00000230718	RP11-272L13.2	0	0	0	0	0	0	0	0
ENSG00000230720	RP11-14C22.6	0	0	0	0	0	0	0	0
ENSG00000230721	RP4-612B15.2	1	1	5.077	0	0	1	3.073	1
ENSG00000230724	LINC01001	1218.933	1470.143	2985.61	3134.883	3534.509	4526.666	2939.149	2718.292
ENSG00000230725	RP4-738P15.1	0	0	33	14	0	0	0	0
ENSG00000230727	RBMY2WP	0	0	0	0	0	0	0	0
ENSG00000230728	RP11-240D10.4	0	0	0	0	0	0	0	0
ENSG00000230729	RP11-296L22.8	0	0	8	2	0	0	2	0
ENSG00000230730	AC074011.2	0	0	0	0	0	0	0	0
ENSG00000230731	RP11-478K15.6	0	0	0	0	0	0	0	0
ENSG00000230732	AC127904.2	31	36	6	7	7	52	90.989	68.184
ENSG00000230733	AC092171.4	0	0	0	0	0	1.019	3.132	2.069
ENSG00000230734	RPL10P3	76.002	73.002	613.582	379.27	115.021	181.029	7.009	3.001
ENSG00000230735	RP11-413E1.4	0	4	0	0	0	0	0	0
ENSG00000230736	RP1-149A16.3	0	2	0	0	0	0	0	0
ENSG00000230737	AC106870.1	0	0	0	0	0	0	0	0
ENSG00000230739	RP11-331H2.4	0	6	0	0	0	0	0	0
ENSG00000230741	SC22CB-1D7.1	0	0	0	0	0	0	0	0
ENSG00000230746	AC006007.1	0	0	0	0	0	0	0	0
ENSG00000230747	AC021188.4	375.798	237.998	79.014	97	62	25	0	0
ENSG00000230748	RP11-541H12.1	0	0	0	0	0	0	0	0
ENSG00000230749	MEIS1-AS2	0	0	0	0	0	0	0	0
ENSG00000230750	SDAD1P2	0	0	0	0	0	0	0	1
ENSG00000230751	AC007036.4	2	0	1	0	0	0	1	2
ENSG00000230753	RP4-553F4.6	0	0	0	0	0	0	5	0
ENSG00000230755	RP11-343J3.7	0	0	0	0	0	0	0	0
ENSG00000230756	RHOQP3	0	1.054	0	0	0	1.028	2.282	6.746
ENSG00000230757	NFU1P1	0	0	0	0	0	0	0	0
ENSG00000230758	SNAP23P	1	0	1	1	0	0	6	1
ENSG00000230759	RP11-153F1.2	0	0	0	0	0	0	0	0
ENSG00000230761	RP11-342C24.8	0	4	0	0	6	6	0	0
ENSG00000230764	MTND1P4	0	0	0	0	0	0	0	0
ENSG00000230768	RP11-251P6.1	0	0	0	1	0	0	0	0
ENSG00000230769	RP3-408N23.4	18	27	4	6	5	4	10.007	10
ENSG00000230772	VN1R108P	7	12	59.021	13	3	4	26	20
ENSG00000230773	AC079807.4	0	0	3	4	0	4	5.017	4.003
ENSG00000230777	RP11-318C24.1	0	0	0	0	0	0	1.027	0
ENSG00000230778	ANKRD63	0	0	22	24	71	116	2	2
ENSG00000230779	RP1-140J1.4	0	0	0	1	0	0	1	0
ENSG00000230781	RP1-215K18.4	0	0	0	0	0	0	0	0
ENSG00000230782	RP11-508N12.2	4	0	0	0	0	0	0	0
ENSG00000230783	AC009961.2	0	4	1	0	0	0	3	3
ENSG00000230785	AC006326.3	0	0	0	0	0	0	0	0
ENSG00000230787	PSAT1P3	0	1	0	0	0	0	0	0
ENSG00000230788	RP11-560L11.1	0	0	0	0	0	0	0	0
ENSG00000230789	ARHGAP26-IT1	0	1	2	1	0	0	16	5
ENSG00000230790	AC012456.4	10	35	3	5	5	10	3	0
ENSG00000230793	SMARCE1P5	1	1	0	2.015	0	0	7.004	1
ENSG00000230794	AF015720.3	0	0	0	0	0	0	0	0
ENSG00000230795	HLA-K	40.008	49.008	119.124	123.039	0	0	42.097	50.079
ENSG00000230796	RP11-368M16.9	0	0	0	0	0	0	0	0
ENSG00000230797	YY2	62.993	92.131	85.743	92.112	75.091	253.322	407.916	377.139
ENSG00000230798	RP4-792G4.2	0	0	2877.259	3356.045	113.001	80.999	88	114
ENSG00000230799	AC007279.2	0	1	6	2	0	0	2	0
ENSG00000230801	RP11-243J16.8	0	0	0	0	0	0	0	0
ENSG00000230803	AC097532.2	0	0	0	0	0	0	0	0
ENSG00000230804	RP11-216M21.2	1.057	0	0	0	0	0	5.11	3.416
ENSG00000230805	AL132709.1	0	0	6	9	0	0	0	0
ENSG00000230806	RP11-343N15.1	0	0	0	1	9	1	0	3
ENSG00000230807	AC099535.4	1	3	3	2	0	0	4	0
ENSG00000230809	RP11-309P22.1	0	0	1	0	0	0	1	1
ENSG00000230812	RP4-794H19.4	30	31	0	0	0	0	0	0
ENSG00000230813	RP11-690C23.5	0	0	0	0	0	0	0	0
ENSG00000230814	USP9YP24	0	0	0	0	0	0	0	0
ENSG00000230815	RP11-49O14.3	0	0	0	0	4	4	3	1
ENSG00000230817	RP4-601K24.1	0	0	0	0	0	0	0	2
ENSG00000230818	MTND2P16	0	0	0	0	0	0	2	1
ENSG00000230819	ZNF736P5Y	0	0	0	0	0	0	0	0
ENSG00000230820	AC000362.1	0	0	0	0	0	0	0	0
ENSG00000230821	KB-288A10.17	0	0	0	0	0	0	0	0
ENSG00000230823	CBX1P1	6	0	0	0	0	0	2.003	0
ENSG00000230825	AC005532.5	0	0	1	0	0	0	14	0
ENSG00000230826	RP11-417B4.2	0	0	0	0	0	0	0	0
ENSG00000230828	RP11-492I2.1	0	0	3	0	0	0	0	0
ENSG00000230829	CTD-2186M15.1	0	2	0	0	0	0	0	0
ENSG00000230830	ARPP21-AS1	0	0	0	0	0	0	0	0
ENSG00000230831	AC007349.7	0	0	0	0	0	0	0	0
ENSG00000230832	RP11-325P15.2	0	0	0	0	0	2	11	16
ENSG00000230833	RPEP3	1	1	0	1	0	0	4	1
ENSG00000230834	AC068580.7	0	0	1	0	0	0	49	32
ENSG00000230835	AP001187.11	0	0	0	2	0	0	3	0
ENSG00000230836	AC104135.4	0	0	1	0	0	0	1376	960
ENSG00000230837	RPL31P2	0	0	0	0	0	0	0	0
ENSG00000230838	AC093850.2	0	0	4	0	0	0	0	0
ENSG00000230839	RP5-968J1.1	0	0	0	4	0	0	0	0
ENSG00000230840	AC097463.2	0	0	0	0	0	0	0	0
ENSG00000230841	RP5-915N17.3	0	0	0	0	0	0	2	3
ENSG00000230843	RP11-380D15.3	0	0	0	0	0	0	0	0
ENSG00000230844	ZNF674-AS1	529	506	635.472	659.355	966	901	557.16	687.906
ENSG00000230845	RP11-392A23.5	0	0	0	2	0	0	0	0
ENSG00000230846	RP11-383M4.2	0	0	0	0	0	0	0	0
ENSG00000230847	RP11-195E2.1	0	0	0	1.092	0	0	19.827	18.603
ENSG00000230848	RP11-379C10.1	0	0	0	0	0	0	1	0
ENSG00000230849	GOT2P2	19	18	7.003	8.005	1	20	23.028	12.01
ENSG00000230850	RP11-782C8.1	92.68	84.435	0	0	530.362	784.54	165.074	118.783
ENSG00000230851	AP006294.2	0	0	1	0	0	0	0	0
ENSG00000230852	RP11-51G5.1	0	0	0	0	0	0	0	0
ENSG00000230853	AC004159.1	0	0	0	0	0	0	0	0
ENSG00000230854	USP9YP20	0	0	0	0	0	0	0	0
ENSG00000230856	AC138649.1	0	0	1.122	0	0	0	0	0
ENSG00000230857	RP11-318K12.2	0	0	0	0	0	0	0	0
ENSG00000230859	YRDCP3	0	0	0	0	0	0	0	0
ENSG00000230860	CCNB1IP1P2	0	0	0	0	0	0	0	0
ENSG00000230863	RP4-595K12.2	0	1	4.034	4	6	14	0	0
ENSG00000230864	RP5-936J12.1	0	0	0	0	0	0	0	0
ENSG00000230865	TSEN15P1	0	0	0	0	0	0	0	0
ENSG00000230866	CTA-342B11.2	0	0	0	0	0	0	0	0
ENSG00000230867	RP11-462B18.1	0	0	0	0	0	0	0	0
ENSG00000230869	CTGLF10P	59.861	5.136	99.386	34.989	38.653	0	59.886	63.332
ENSG00000230870	FBXW11P1	0	0	12.008	3.002	5	39	58.041	40
ENSG00000230871	RPS6P23	0	0	0	0	0	0	0	0
ENSG00000230872	AC092338.5	0	0	3	0	0	0	1	1
ENSG00000230873	STMND1	0	1	3	1	0	0	13.856	12
ENSG00000230876	LINC00486	0	0	0	0	0	0	0	0
ENSG00000230879	RBMX2P4	0	0	0	0	0	0	0	0
ENSG00000230880	RP11-417J8.3	40	14	0	0	437.866	735.798	188.761	195.012
ENSG00000230881	RP11-486B10.3	0	0	0	0	0	0	0	0
ENSG00000230882	AC005077.14	80	140	175	225	70	33	10	8
ENSG00000230886	HMGB1P25	0	0	0	0	0	0	0	0
ENSG00000230889	SHC1P1	0	0	2	0	0	0	0	0
ENSG00000230891	LINC00692	0	0	0	0	0	0	1	0
ENSG00000230894	RP11-67K19.3	0	0	0	0	0	1	0	0
ENSG00000230896	RP11-767N6.7	30	19	18	15	0	16	57.037	53
ENSG00000230897	RPS18P12	0	3	4.004	1	2	1	7.009	1
ENSG00000230898	RP11-9L18.3	0	5	2	0	0	0	2	2
ENSG00000230899	MAGEA8-AS1	0	0	1	0	22	2	1	0
ENSG00000230902	FAM204CP	0	0	0	0	0	0	0	0
ENSG00000230903	RPL9P8	123694.265	116668.05	66098.658	25264.799	41084.796	38466.134	57133.766	53837.209
ENSG00000230904	XKRYP2	0	0	0	0	0	0	0	0
ENSG00000230906	AC023115.1	0	0	0	0	0	0	0	0
ENSG00000230908	XXyac-YX60D10.1	0	0	0	0	0	0	1	0
ENSG00000230910	RP3-525N10.2	0	0	19	24	124	178	15	8
ENSG00000230911	PPIHP1	0	0	2	0	0	1	0	0
ENSG00000230912	RP3-508I15.10	0	0	0	1	0	3	0	0
ENSG00000230913	NPM1P51	0	0	0	0	0	0	1.207	0
ENSG00000230914	AC004840.8	5	3	1	1	0	0	3	4
ENSG00000230916	RP11-10B2.1	1	0	8.089	5	0	2	38.544	4
ENSG00000230918	AC008063.2	0	0	1	1	0	0	0	1
ENSG00000230920	RP11-527D15.1	0	0	0	0	0	0	0	0
ENSG00000230921	HAO2-IT1	0	0	0	0	0	0	0	0
ENSG00000230922	RP4-753M9.1	0	6	339	359.196	0	0	36	51
ENSG00000230923	LINC00309	0	0	11	16	0	0	0	0
ENSG00000230925	RP11-176F3.7	1	1	0	0	0	0	1.004	0
ENSG00000230926	RP11-104D21.2	0	0	0	0	0	0	0	0
ENSG00000230927	TMBIM7P	5	0	14	9	0	0	1	1
ENSG00000230928	RP11-34A14.3	16	5	9	3	0	0	7	2
ENSG00000230929	RP11-395C3.1	0	0	0	0	0	0	0	0
ENSG00000230931	GXYLT1P1	0	0	0	0	0	0	0	0
ENSG00000230932	RP5-947P14.2	0	0	0	0	0	0	0	0
ENSG00000230934	RP11-402P6.2	0	0	0	0	0	0	1	0
ENSG00000230935	RPS3P1	0	0	1	1	0	0	0	1
ENSG00000230936	RP11-775L16.1	0	0	0	0	0	1	0	0
ENSG00000230937	MIR205HG	16	13	1081.54	596.071	0	0	1125.522	473
ENSG00000230939	RP11-314C16.1	1	0	8	2	3	0	20	21
ENSG00000230940	RP11-32B11.2	0	0	0	4.008	0	0	2.024	1.005
ENSG00000230941	AC002386.1	0	0	0	0	0	0	0	0
ENSG00000230942	HMGN1P5	0	0	0	0	0	0	1	0
ENSG00000230943	RP11-367G18.1	118	117	0	0	0	0	19	7
ENSG00000230944	AC026202.5	0	0	0	0	0	0	0	0
ENSG00000230945	RP11-394O9.1	0	0	0	0	0	0	0	0
ENSG00000230946	HNRNPA1P68	1	0	0	0	3	0	0	0
ENSG00000230947	AP000356.2	0	0	0	0	0	0	0	0
ENSG00000230948	AP001331.1	0	0	0	0	0	0	1	0
ENSG00000230950	MTND2P21	0	0	0	0	0	0	0	0
ENSG00000230951	RP11-573D15.6	0	0	1	11	0	0	1	3
ENSG00000230952	AC099344.2	0	0	0	0	0	0	0	0
ENSG00000230953	RP4-631H13.6	0	0	0	0	0	22.003	1.031	0
ENSG00000230955	RP11-109P14.10	6	1	2	0	0	4	3	0
ENSG00000230956	RP3-452M16.1	0	0	0	0	0	0	0	0
ENSG00000230958	AC093166.4	0	0	0	0	0	0	0	0
ENSG00000230960	RP5-1086L22.1	0	0	0	0	0	0	0	0
ENSG00000230962	RP11-113E21.1	0	0	0	0	0	0	0	0
ENSG00000230964	AC018696.4	0	0	0	0	0	0	1.003	2
ENSG00000230965	SNX18P13	0	0	0	0	18	6	58.635	43.31
ENSG00000230967	RP11-107I14.5	0	0	0	0	0	0	0	0
ENSG00000230968	AC084149.1	0	5	1	0	0	0	0	0
ENSG00000230969	AC104024.2	13	34	0	0	0	0	0	0
ENSG00000230970	HHATL-AS1	0	0	0	0	0	0	0	0
ENSG00000230971	AC005703.3	0	0	0	0	0	0	0	0
ENSG00000230972	AP001255.2	0	0	0	0	0	0	0	0
ENSG00000230973	RP1-154J13.2	0	0	6	0	0	0	0	7
ENSG00000230975	AC084193.1	0	0	1	0	0	0	0	0
ENSG00000230977	AC023274.6	0	0	0	0	0	0	0	0
ENSG00000230978	LINC00160	0	0	0	0	0	0	5	9.002
ENSG00000230979	AC079250.1	2.103	1.025	28.904	33.481	18.201	13.632	3.154	2.083
ENSG00000230980	RPL36AP39	0	0	0	0	0	0	3.002	3.001
ENSG00000230981	AC006035.1	0	0	7.354	0	0	0	0	0
ENSG00000230982	DSTNP1	0	0	0	0	0	0	2	0
ENSG00000230986	DDX3YP2	0	0	2	0	0	0	0	1
ENSG00000230987	RP11-113I24.1	1.001	0	0	0	0	5.226	6	1.007
ENSG00000230988	RP11-661D19.1	0	0	0	0	0	0	0	1
ENSG00000230989	HSBP1	4057	4247	11481.566	6153.191	13170	12419.034	22291.777	22259.74
ENSG00000230990	RP4-734C18.1	0	0	0	0	0	0	0	0
ENSG00000230991	AC092625.1	0	0	0	0	0	0	0	3
ENSG00000230992	FAM201B	0	0	64.472	69.53	9	14	173.996	118
ENSG00000230993	RPL12P15	1	0	7.731	2.002	0	1	4.007	1.001
ENSG00000230994	FGFR3P1	0	0	0	1	0	0	0	0
ENSG00000230997	RAB42P1	0	0	8.548	10.614	0	0	0	0
ENSG00000230998	RP11-14C22.3	0	0	0	0	0	0	1	0
ENSG00000230999	MTND5P8	0	0	0	0	0	0	0	0
ENSG00000231001	CCNB1IP1P3	0	0	0	0	0	0	1	0
ENSG00000231004	CECR9	0	0	0	0	0	0	0	0
ENSG00000231005	RP3-481F12.1	0	0	0	0	0	0	0	0
ENSG00000231006	RPL7P32	3.003	1.001	6.119	3.055	0	2.002	21.275	6.061
ENSG00000231007	CDC20P1	10.045	2.006	1.002	2.002	2.002	7.06	143.391	199.819
ENSG00000231009	CUBNP1	0	0	0	0	0	0	0	0
ENSG00000231010	RP6-109B7.2	0	0	0	0	0	0	0	0
ENSG00000231011	RP11-494I9.1	0	0	2	0	0	0	0	0
ENSG00000231013	AC013275.2	0	0	5	12	0	0	1	1
ENSG00000231015	RP5-860P4.2	0	0	1	2	0	0	0	0
ENSG00000231017	AC013404.1	0	0	0	0	0	0	0	0
ENSG00000231018	EIF4A1P3	0	0	0	0	0	0	1	0
ENSG00000231019	RP11-545P6.2	0	0	0	0	0	0	0	0
ENSG00000231020	RP11-357J22.1	0	0	0	0	0	0	0	0
ENSG00000231022	RPS3AP9	0	0	0	0	0	0	0	0
ENSG00000231023	LINC00326	0	0	0	0	0	0	0	0
ENSG00000231024	AC092431.3	0	0	1	0	0	0	0	0
ENSG00000231025	RP11-175O19.4	501	387	1060.71	489.041	477	544	819.052	819
ENSG00000231027	AC079325.6	0	0	0	0	0	0	0	0
ENSG00000231028	LINC00271	0	0	6	9	14	24	139	85
ENSG00000231029	RP3-455J7.3	0	0	1	0	1	0	0	0
ENSG00000231031	AC008271.1	0	0	0	0	17	46	0	0
ENSG00000231032	AC114814.2	0	0	0	0	0	0	0	0
ENSG00000231034	RP11-346K17.3	0	0	0	0	0	0	0	0
ENSG00000231035	RPL7L1P9	0	0	0	0	0	0	0	0
ENSG00000231039	RP11-445P17.3	0	0	0	0	0	0	3	0
ENSG00000231040	AC103881.1	0	0	0	0	0	0	0	0
ENSG00000231043	AC007238.1	0	0	4.054	0	1.03	4.142	2.036	1.008
ENSG00000231046	RP11-428F8.2	0	0	0	0	0	0	0	0
ENSG00000231047	GCNT1P3	0	0	2	2	0	0	2	3
ENSG00000231049	OR52B5P	0	0	0	0	0	0	0	0
ENSG00000231050	RP1-140A9.1	11	19	11	23	8	19	6	5
ENSG00000231052	RP11-91N2.3	0	0	0	0	0	0	0	0
ENSG00000231053	RP13-26D14.2	0	0	0	0	0	0	0	0
ENSG00000231054	AC009236.2	0	0	2	0	0	0	0	0
ENSG00000231056	RP1-290I10.5	0	0	0	0	0	0	0	0
ENSG00000231057	RP11-122M14.1	0	0	21.009	14.813	0	0	3.003	6.399
ENSG00000231058	MSANTD2P1	0	0	0	0	0	0	0	0
ENSG00000231060	FARSBP1	0	0	0	0	0	0	2	0
ENSG00000231061	LINC00395	0	0	0	0	0	0	0	0
ENSG00000231062	AC103563.9	0	0	0	0	0	0	4	2
ENSG00000231063	AC006994.1	5	0	0	0	0	0	0	1
ENSG00000231064	RP11-263K19.4	12	1	1016.22	1090.999	40	42	61.999	71.999
ENSG00000231066	NPM1P9	23	15	8.014	1.001	29.001	71.001	61.234	50.067
ENSG00000231068	KRTAP21-3	0	0	0	0	0	0	0	0
ENSG00000231069	BX842568.4	0	0	0	1.025	0	0	0	0
ENSG00000231070	OR52Y1P	0	0	0	0	0	0	0	0
ENSG00000231071	RP5-1068H6.1	0	0	0	0	0	0	0	0
ENSG00000231072	GAPDHP64	1	0	3.069	1	0	0	4	2
ENSG00000231073	RP11-316M1.3	0	0	0	0	0	0	0	0
ENSG00000231074	HCG18	2581.999	2378.999	4414.821	3490.775	4028.962	4953.004	3361.624	2821.323
ENSG00000231078	RP11-560A15.4	0	0	0	0	0	0	1	0
ENSG00000231079	AC105402.4	0	0	2	0	0	0	0	0
ENSG00000231080	RP11-342H21.2	0	0	0	0	0	0	0	0
ENSG00000231081	RP4-760C5.3	13	1	0	2	0	6	0	0
ENSG00000231082	RP11-514F8.2	0	0	0	0	0	0	0	0
ENSG00000231083	AC011747.6	0	0	0	0	0	0	0	2
ENSG00000231084	CTA-253N17.1	0	0	0	0	0	0	0	0
ENSG00000231086	TSSK1A	0	0	24	26	1	1	0	0
ENSG00000231087	FDPSP7	0	0	0	0	0	0	0	0
ENSG00000231090	RP11-101C11.1	0	0	0	0	0	0	0	0
ENSG00000231091	AC138783.13	0	0	0	0	0	0	0	0
ENSG00000231092	AC012513.6	0	0	1	0	0	0	1	0
ENSG00000231093	RP13-150K15.1	0	1	0	0	0	0	0	0
ENSG00000231095	GYG1P3	0	2	1	0	0	0	1	5
ENSG00000231096	AC015726.1	0	0	0	0	0	0	0	0
ENSG00000231098	AC008154.4	0	0	1	4	0	0	0	1
ENSG00000231099	BMS1P19	0	0	0	0	0	0	0	0
ENSG00000231100	RP11-740C1.2	0	0	0	0	0	0	0	0
ENSG00000231102	RP11-298J23.5	0	0	0	0	0	0	0	0
ENSG00000231103	RP5-845O24.3	0	0	0	0	0	0	0	0
ENSG00000231104	RP11-354M20.3	0	0	0	0	0	9	1	0
ENSG00000231105	RP5-1071N3.1	100	69	33	31	0	0	0	5
ENSG00000231106	AP000688.8	0	0	0	1	14	30	0	0
ENSG00000231107	RP11-389K14.3	0	0	1	1	0	0	101	95
ENSG00000231108	RP11-390F4.9	1	0	0	0	0	0	0	0
ENSG00000231110	AC004070.1	0	0	0	0	0	0	0	0
ENSG00000231112	MTHFD2P3	0	0	0	0	0	0	0	0
ENSG00000231113	RP3-475N16.1	186.431	184.449	124.01	122.989	58	50	116.843	100.24
ENSG00000231114	AC078842.4	0	0	0	0	0	0	0	0
ENSG00000231119	RP4-569M23.2	14	8	0	0	1	16	2	2
ENSG00000231120	BTF3P10	1	1	2.01	0	0	0	1.002	2.004
ENSG00000231121	RP1-34H18.1	0	0	2	8	0	0	5	1
ENSG00000231122	FAM25E	0	0	0	0	0	0	0	0
ENSG00000231123	SPATA20P1	0	0	0	0	0	0	0	0
ENSG00000231124	UBE2V1P11	0	0	0	0	0	0	0	0
ENSG00000231125	AF129075.5	23	19	5	6	25	35	49	39
ENSG00000231128	RP5-1073O3.2	0	0	2	0	0	0	34.368	34.903
ENSG00000231130	HLA-T	0	6	1	0	0	0	0	1
ENSG00000231131	RP11-346D6.6	0	0	0	0	0	0	3982.931	4470.115
ENSG00000231132	RP11-40C11.2	0	0	0	0	0	0	0	0
ENSG00000231133	HAR1B	1	6	0	0	0	0	31	57
ENSG00000231134	TCF7L1-IT1	0	0	5	4	0	0	0	2
ENSG00000231136	AP000705.6	0	0	0	0	6	3	0	0
ENSG00000231137	RBM22P5	0	0	0	0	0	0	0	0
ENSG00000231138	RP11-391M7.3	0	0	0	0	0	0	0	0
ENSG00000231139	AC104843.4	0	0	0	0	0	0	0	0
ENSG00000231140	RP11-347J14.7	0	0	0	0	0	0	1	1
ENSG00000231141	TTTY3	0	0	0	0	0	0	0	0
ENSG00000231143	RP3-463P15.1	0	0	0	0	0	0	0	0
ENSG00000231144	EEF1A1P40	0	0	0	0	0	0	0	0
ENSG00000231145	AC013468.1	0	0	0	0	0	0	0	0
ENSG00000231147	ARHGAP42P2	0	0	6.011	1.001	0	0	4.012	0
ENSG00000231148	HMGB1P7	0	0	0	0	0	0	0	0
ENSG00000231149	RP11-10J18.3	0	0	2	0	0	0	2	1
ENSG00000231150	RP1-207H1.3	0	0	0	0	0	0	0	0
ENSG00000231152	MTND2P15	0	0	0	0	0	0	0	0
ENSG00000231153	AC002429.4	0	0	8	2	0	0	0	0
ENSG00000231154	MORF4L2-AS1	99	34	125	128	94	101	335.041	338
ENSG00000231156	AC093702.1	0	0	6	16	0	0	0	0
ENSG00000231158	PTP4A1P1	0	0	0	0	0	0	0	0
ENSG00000231159	OFD1P8Y	0	0	0	0	0	0	0	0
ENSG00000231160	RP11-617D20.1	10	11	60.74	43.845	43	21	346.093	170.323
ENSG00000231162	COX11P1	0	0	4.007	3.002	3	0	0	0
ENSG00000231163	RP5-1007G16.1	0	0	3	0	0	0	0	0
ENSG00000231164	RPL7P56	0	0	0	0	0	0	1	0
ENSG00000231165	TRBV26OR9-2	0	0	18	28	0	0	2	0
ENSG00000231166	TUBB4BP6	0	0	0	0	0	0	0	0
ENSG00000231167	YBX1P2	1.001	5.014	5.072	0	9.032	21.062	5.138	1.006
ENSG00000231169	EEF1B2P1	0	0	1.001	0	0	2	3.008	1.001
ENSG00000231170	AC002451.3	0	0	0	0	0	0	3	4
ENSG00000231171	LINC01098	0	0	1.004	0	0	0	0	1
ENSG00000231172	AC007099.1	0	0	0	0	0	0	0	0
ENSG00000231173	AC116609.3	0	0	2	1	0	0	2	0
ENSG00000231175	RP11-463J7.2	0	0	0	0	0	0	0	0
ENSG00000231177	LINC00852	113	94	512	311	79	80	250	223
ENSG00000231178	RP11-125D12.1	0	0	0	0	0	0	0	0
ENSG00000231181	RP13-15M17.1	37	18	8.001	6.001	27	55.001	36.001	37.001
